Machine ID,Machine,Time,Parameter,Value,Failure Status
2394,Backhoe_Loader,12:51.6,Air Filter Pressure Drop,-6.222190427,0
3865,Backhoe_Loader,02:51.6,Air Filter Pressure Drop,91.62104104,0
9027,Backhoe_Loader,53:51.6,Air Filter Pressure Drop,-77.39948974,0
9235,Backhoe_Loader,48:51.6,Air Filter Pressure Drop,-72.31044444,0
4139,Backhoe_Loader,42:51.6,Air Filter Pressure Drop,-16.84184789,0
1548,Backhoe_Loader,33:51.6,Air Filter Pressure Drop,98.35156174829245,0
7663,Backhoe_Loader,13:51.6,Air Filter Pressure Drop,83.40213330309028,0
1462,Backhoe_Loader,50:51.6,Air Filter Pressure Drop,38.64520989346508,0
7728,Backhoe_Loader,33:51.6,Air Filter Pressure Drop,-100.0891303,0
4796,Backhoe_Loader,33:51.6,Air Filter Pressure Drop,-75.25475099,0
1032,Backhoe_Loader,25:51.6,Air Filter Pressure Drop,24.946128861010873,0
9993,Backhoe_Loader,11:51.6,Air Filter Pressure Drop,-25.04780478,0
4563,Backhoe_Loader,32:51.6,Air Filter Pressure Drop,-94.76147952,0
9756,Backhoe_Loader,31:51.6,Air Filter Pressure Drop,-134.967323,0
8164,Backhoe_Loader,23:51.6,Air Filter Pressure Drop,37.757561467522244,0
1954,Backhoe_Loader,26:51.6,Air Filter Pressure Drop,-38.64847019,0
9911,Backhoe_Loader,22:51.6,Air Filter Pressure Drop,-36.72668183,0
6946,Backhoe_Loader,12:51.6,Air Filter Pressure Drop,-136.1087373,0
3304,Backhoe_Loader,11:51.6,Air Filter Pressure Drop,-73.84369861,0
7796,Backhoe_Loader,52:51.6,Air Filter Pressure Drop,-105.2182117,0
4716,Backhoe_Loader,44:51.6,Air Filter Pressure Drop,98.48698036,0
3064,Backhoe_Loader,01:51.6,Air Filter Pressure Drop,-121.6433868,0
2681,Backhoe_Loader,26:51.6,Air Filter Pressure Drop,33.81302909395754,0
1932,Backhoe_Loader,06:51.6,Air Filter Pressure Drop,15.285303416510581,0
4562,Backhoe_Loader,55:51.6,Air Filter Pressure Drop,7.741225887017089,0
4692,Backhoe_Loader,26:51.6,Air Filter Pressure Drop,-25.06644223,0
9828,Backhoe_Loader,03:51.6,Air Filter Pressure Drop,1.0804780076118847,0
1298,Backhoe_Loader,40:51.6,Air Filter Pressure Drop,112.66056469404863,0
8095,Backhoe_Loader,28:51.6,Air Filter Pressure Drop,78.26570653351712,0
8162,Backhoe_Loader,22:51.6,Air Filter Pressure Drop,-148.4342105,0
9568,Backhoe_Loader,04:51.6,Air Filter Pressure Drop,-177.6686046,0
7445,Backhoe_Loader,00:51.6,Air Filter Pressure Drop,-27.07768263,0
5705,Backhoe_Loader,24:51.6,Air Filter Pressure Drop,-67.17271734,0
1249,Backhoe_Loader,58:51.6,Air Filter Pressure Drop,43.520385812498915,0
4738,Backhoe_Loader,19:51.6,Air Filter Pressure Drop,-1.415870532,0
8045,Backhoe_Loader,01:51.6,Air Filter Pressure Drop,-253.9626209,0
5778,Backhoe_Loader,45:51.6,Air Filter Pressure Drop,46.81780076,0
5288,Backhoe_Loader,41:51.6,Air Filter Pressure Drop,3.268411290625617,0
9880,Backhoe_Loader,37:51.6,Air Filter Pressure Drop,-59.98429305,0
8120,Backhoe_Loader,29:51.6,Air Filter Pressure Drop,138.44548071639883,0
3811,Backhoe_Loader,05:51.6,Air Filter Pressure Drop,-4.415088968,0
3289,Backhoe_Loader,23:51.6,Air Filter Pressure Drop,-105.9853627,0
1957,Backhoe_Loader,09:51.6,Air Filter Pressure Drop,60.505668453325015,0
2188,Backhoe_Loader,45:51.6,Air Filter Pressure Drop,75.72711039,0
8653,Backhoe_Loader,43:51.6,Air Filter Pressure Drop,37.977629475292304,0
4677,Backhoe_Loader,30:51.6,Air Filter Pressure Drop,-23.23539496,0
9286,Backhoe_Loader,25:51.6,Air Filter Pressure Drop,37.263945662485824,0
4726,Backhoe_Loader,06:51.6,Air Filter Pressure Drop,145.75129732670078,0
3284,Backhoe_Loader,03:51.6,Air Filter Pressure Drop,-11.762108,0
5175,Backhoe_Loader,49:51.6,Air Filter Pressure Drop,86.79542235877705,0
4335,Backhoe_Loader,20:51.6,Air Filter Pressure Drop,-0.708817512,0
5413,Backhoe_Loader,10:51.6,Air Filter Pressure Drop,-192.5408807,0
9404,Backhoe_Loader,58:51.6,Air Filter Pressure Drop,-17.81703155,0
8024,Backhoe_Loader,41:51.6,Air Filter Pressure Drop,-182.8779202,0
9325,Backhoe_Loader,16:51.6,Air Filter Pressure Drop,-28.33140078,0
4351,Backhoe_Loader,05:51.6,Air Filter Pressure Drop,205.25791190846712,0
3637,Backhoe_Loader,04:51.6,Air Filter Pressure Drop,19.494494935584537,0
9113,Backhoe_Loader,44:51.6,Air Filter Pressure Drop,18.777457185326465,0
3476,Backhoe_Loader,38:51.6,Air Filter Pressure Drop,35.43287090635635,0
1377,Backhoe_Loader,34:51.6,Air Filter Pressure Drop,33.596055932940914,0
5209,Backhoe_Loader,37:51.6,Air Filter Pressure Drop,146.4972135876223,0
3573,Backhoe_Loader,35:51.6,Air Filter Pressure Drop,-42.61697356,0
1612,Backhoe_Loader,32:51.6,Air Filter Pressure Drop,223.2025910386546,0
7822,Backhoe_Loader,58:51.6,Air Filter Pressure Drop,-7.674582788,0
5906,Backhoe_Loader,30:51.6,Air Filter Pressure Drop,302.8852652699635,0
4399,Backhoe_Loader,25:51.6,Air Filter Pressure Drop,-1.945226054,0
9078,Backhoe_Loader,24:51.6,Air Filter Pressure Drop,-107.710905,0
7404,Backhoe_Loader,50:51.6,Air Filter Pressure Drop,3.156534918728515,0
9471,Backhoe_Loader,44:51.6,Air Filter Pressure Drop,-78.21615198,0
4921,Backhoe_Loader,35:51.6,Air Filter Pressure Drop,51.35167457237577,0
2689,Backhoe_Loader,21:51.6,Air Filter Pressure Drop,-211.9250448,0
6508,Backhoe_Loader,19:51.6,Air Filter Pressure Drop,-53.76240075,0
8480,Backhoe_Loader,56:51.6,Air Filter Pressure Drop,1.6387659715898977,0
7849,Backhoe_Loader,55:51.6,Air Filter Pressure Drop,99.54823925480784,0
5563,Backhoe_Loader,34:51.6,Air Filter Pressure Drop,82.94674792,0
4661,Backhoe_Loader,11:51.6,Air Filter Pressure Drop,47.72630370799733,0
3811,Backhoe_Loader,55:51.6,Air Filter Pressure Drop,-16.55200476,0
7874,Backhoe_Loader,50:51.6,Air Filter Pressure Drop,53.656700284869416,0
2443,Backhoe_Loader,25:51.6,Air Filter Pressure Drop,-94.10788798,0
8050,Backhoe_Loader,02:51.6,Air Filter Pressure Drop,-4.208684489,0
7567,Backhoe_Loader,27:51.6,Air Filter Pressure Drop,71.16358210143625,0
8724,Backhoe_Loader,18:51.6,Air Filter Pressure Drop,49.29429994775178,0
9952,Backhoe_Loader,04:51.6,Air Filter Pressure Drop,-20.11682986,0
1199,Backhoe_Loader,56:51.6,Air Filter Pressure Drop,-176.3010771,0
5300,Backhoe_Loader,36:51.6,Air Filter Pressure Drop,-54.23190088,0
6140,Backhoe_Loader,35:51.6,Air Filter Pressure Drop,96.87554018454743,0
5021,Backhoe_Loader,27:51.6,Air Filter Pressure Drop,30.15570990946764,0
3356,Backhoe_Loader,26:51.6,Air Filter Pressure Drop,-7.050225349,0
4411,Backhoe_Loader,27:51.6,Air Filter Pressure Drop,11.830430987827636,0
2184,Backhoe_Loader,58:51.6,Air Filter Pressure Drop,200.09309970162658,0
9923,Backhoe_Loader,40:51.6,Air Filter Pressure Drop,81.62490542,0
7573,Backhoe_Loader,27:51.6,Air Filter Pressure Drop,84.71966198527367,0
4321,Backhoe_Loader,35:51.6,Air Filter Pressure Drop,-11.9433268,0
8217,Backhoe_Loader,32:51.6,Air Filter Pressure Drop,185.88303203598298,0
6806,Backhoe_Loader,15:51.6,Air Filter Pressure Drop,44.22122654619593,0
7830,Backhoe_Loader,01:51.6,Air Filter Pressure Drop,47.00924796377055,0
9694,Backhoe_Loader,29:51.6,Air Filter Pressure Drop,-89.09121788,0
2587,Backhoe_Loader,24:51.6,Air Filter Pressure Drop,49.87773087573193,0
7519,Backhoe_Loader,56:51.6,Air Filter Pressure Drop,139.1773839005176,0
1823,Backhoe_Loader,48:51.6,Air Filter Pressure Drop,-57.36790431,0
3047,Backhoe_Loader,41:51.6,Air Filter Pressure Drop,-19.88934099,0
6528,Backhoe_Loader,13:51.6,Air Filter Pressure Drop,-15.34107752,0
5212,Backhoe_Loader,51:51.6,Air Filter Pressure Drop,-74.41374952,0
3540,Backhoe_Loader,26:51.6,Air Filter Pressure Drop,-22.1487248,0
6145,Backhoe_Loader,07:51.6,Air Filter Pressure Drop,-11.57356944,0
4796,Backhoe_Loader,51:51.6,Air Filter Pressure Drop,-41.15252946,0
8494,Backhoe_Loader,34:51.6,Air Filter Pressure Drop,-106.7057036,0
5085,Backhoe_Loader,22:51.6,Air Filter Pressure Drop,-101.2409514,0
4370,Backhoe_Loader,13:51.6,Air Filter Pressure Drop,-13.5296029,0
4146,Backhoe_Loader,02:51.6,Air Filter Pressure Drop,299.0394636152871,0
5224,Backhoe_Loader,52:51.6,Air Filter Pressure Drop,20.51659785955282,0
4642,Backhoe_Loader,50:51.6,Air Filter Pressure Drop,83.29974447694877,0
3745,Backhoe_Loader,46:51.6,Air Filter Pressure Drop,-138.4582589,0
7983,Backhoe_Loader,37:51.6,Air Filter Pressure Drop,46.2884372,0
8490,Backhoe_Loader,20:51.6,Air Filter Pressure Drop,86.38686413954129,0
7923,Backhoe_Loader,12:51.6,Air Filter Pressure Drop,38.42413714502205,0
8023,Backhoe_Loader,28:51.6,Air Filter Pressure Drop,138.55022460648513,0
5801,Backhoe_Loader,15:51.6,Air Filter Pressure Drop,99.57870162720201,0
2197,Backhoe_Loader,09:51.6,Air Filter Pressure Drop,-96.61698547,0
9772,Backhoe_Loader,30:51.6,Air Filter Pressure Drop,44.012862700413976,0
6045,Backhoe_Loader,28:51.6,Air Filter Pressure Drop,57.61467317520604,0
4105,Backhoe_Loader,07:51.6,Air Filter Pressure Drop,-107.5940608,0
7296,Backhoe_Loader,58:51.6,Air Filter Pressure Drop,273.8028250204947,0
6874,Backhoe_Loader,53:51.6,Air Filter Pressure Drop,176.04971613895975,0
3256,Backhoe_Loader,45:51.6,Air Filter Pressure Drop,-239.2145148,0
6208,Backhoe_Loader,35:51.6,Air Filter Pressure Drop,100.23533550010757,0
9496,Backhoe_Loader,57:51.6,Air Filter Pressure Drop,-41.20527473,0
4024,Backhoe_Loader,45:51.6,Air Filter Pressure Drop,-1.726957621,0
7181,Backhoe_Loader,33:51.6,Air Filter Pressure Drop,55.86486889099036,0
6760,Backhoe_Loader,20:51.6,Air Filter Pressure Drop,-185.9726519,0
8199,Backhoe_Loader,12:51.6,Air Filter Pressure Drop,-37.00082361,0
1261,Backhoe_Loader,13:51.6,Air Filter Pressure Drop,-88.02061479,0
8835,Backhoe_Loader,27:51.6,Air Filter Pressure Drop,0.8343585650745083,0
8914,Backhoe_Loader,14:51.6,Air Filter Pressure Drop,140.90434541048668,0
6034,Backhoe_Loader,10:51.6,Air Filter Pressure Drop,95.60538748,0
3347,Backhoe_Loader,36:51.6,Air Filter Pressure Drop,245.20085874275614,0
8730,Backhoe_Loader,26:51.6,Air Filter Pressure Drop,-44.16511531,0
1723,Backhoe_Loader,10:51.6,Air Filter Pressure Drop,147.9767497964831,0
2314,Backhoe_Loader,59:51.6,Air Filter Pressure Drop,-155.7621851,0
3422,Backhoe_Loader,51:51.6,Air Filter Pressure Drop,128.93944578974066,0
9401,Backhoe_Loader,50:51.6,Air Filter Pressure Drop,-13.90774141,0
1678,Backhoe_Loader,48:51.6,Air Filter Pressure Drop,-114.4773047,0
7461,Backhoe_Loader,44:51.6,Air Filter Pressure Drop,-77.23177511,0
9263,Backhoe_Loader,41:51.6,Air Filter Pressure Drop,85.59185188820445,0
2314,Backhoe_Loader,10:51.6,Air Filter Pressure Drop,44.28726439881137,0
4548,Backhoe_Loader,05:51.6,Air Filter Pressure Drop,96.66052057739655,0
5278,Backhoe_Loader,26:51.6,Air Filter Pressure Drop,108.95440652521285,0
7973,Backhoe_Loader,42:51.6,Air Filter Pressure Drop,161.85257638518206,0
1267,Backhoe_Loader,38:51.6,Air Filter Pressure Drop,57.68226543658697,0
2364,Backhoe_Loader,24:51.6,Air Filter Pressure Drop,-194.8943383,0
8549,Backhoe_Loader,14:51.6,Air Filter Pressure Drop,127.69532730861476,0
6107,Backhoe_Loader,46:51.6,Air Filter Pressure Drop,205.31641303385584,0
9365,Backhoe_Loader,36:51.6,Air Filter Pressure Drop,-159.0908114,0
5575,Backhoe_Loader,28:51.6,Air Filter Pressure Drop,-32.55582705,0
5177,Backhoe_Loader,27:51.6,Air Filter Pressure Drop,-24.70351631,0
7985,Backhoe_Loader,54:51.6,Air Filter Pressure Drop,-135.5516512,0
8265,Backhoe_Loader,10:51.6,Air Filter Pressure Drop,-51.82741587,0
7830,Backhoe_Loader,58:51.6,Air Filter Pressure Drop,37.2117986,0
4051,Backhoe_Loader,26:51.6,Air Filter Pressure Drop,-101.4858016,0
2140,Backhoe_Loader,15:51.6,Air Filter Pressure Drop,-319.0042988,0
9959,Backhoe_Loader,12:51.6,Air Filter Pressure Drop,-11.21242582,0
6088,Backhoe_Loader,25:51.6,Air Filter Pressure Drop,40.58261486202981,0
1469,Backhoe_Loader,11:51.6,Air Filter Pressure Drop,74.80351201034742,0
8541,Backhoe_Loader,56:51.6,Air Filter Pressure Drop,295.82728331987414,0
4377,Backhoe_Loader,42:51.6,Air Filter Pressure Drop,40.801000409363574,0
5381,Backhoe_Loader,37:51.6,Air Filter Pressure Drop,-59.78045681,0
7832,Backhoe_Loader,28:51.6,Air Filter Pressure Drop,-77.54963943,0
5304,Backhoe_Loader,24:51.6,Air Filter Pressure Drop,54.156287058090115,0
8240,Backhoe_Loader,21:51.6,Air Filter Pressure Drop,17.06927226024822,0
2644,Backhoe_Loader,31:51.6,Air Filter Pressure Drop,-106.1828059,0
9575,Backhoe_Loader,19:51.6,Air Filter Pressure Drop,94.10520178373328,0
5590,Backhoe_Loader,05:51.6,Air Filter Pressure Drop,103.75107897772658,0
9034,Backhoe_Loader,51:51.6,Air Filter Pressure Drop,-0.269977894,0
5198,Backhoe_Loader,50:51.6,Air Filter Pressure Drop,-105.0942399,0
2930,Backhoe_Loader,43:51.6,Air Filter Pressure Drop,126.0582793499617,0
8045,Backhoe_Loader,30:51.6,Air Filter Pressure Drop,-78.00256116,0
9230,Backhoe_Loader,14:51.6,Air Filter Pressure Drop,127.55005899214792,0
6658,Backhoe_Loader,58:51.6,Air Filter Pressure Drop,-46.66877859,0
8350,Backhoe_Loader,14:51.6,Air Filter Pressure Drop,29.908478030819417,0
8412,Backhoe_Loader,43:51.6,Air Filter Pressure Drop,-51.34656976,0
3223,Backhoe_Loader,42:51.6,Air Filter Pressure Drop,-124.1817999,0
6162,Backhoe_Loader,22:51.6,Air Filter Pressure Drop,151.78644600802286,0
1236,Backhoe_Loader,15:51.6,Air Filter Pressure Drop,56.52345646408945,0
4145,Backhoe_Loader,05:51.6,Air Filter Pressure Drop,99.92174627461998,0
9772,Backhoe_Loader,00:51.6,Air Filter Pressure Drop,27.446555661756832,0
3690,Backhoe_Loader,54:51.6,Air Filter Pressure Drop,60.45844114985012,0
9670,Backhoe_Loader,06:51.6,Air Filter Pressure Drop,-2.935064353,0
4091,Backhoe_Loader,05:51.6,Air Filter Pressure Drop,-29.33242913,0
9057,Backhoe_Loader,01:51.6,Air Filter Pressure Drop,121.12984808877425,0
3619,Backhoe_Loader,51:51.6,Air Filter Pressure Drop,111.39405453995978,0
9801,Backhoe_Loader,34:51.6,Air Filter Pressure Drop,75.76074014214456,0
2383,Backhoe_Loader,28:51.6,Air Filter Pressure Drop,-6.643927214,0
4881,Backhoe_Loader,27:51.6,Air Filter Pressure Drop,-65.66882023,0
4636,Backhoe_Loader,25:51.6,Air Filter Pressure Drop,-27.99004039,0
8219,Backhoe_Loader,05:51.6,Air Filter Pressure Drop,8.942140964892127,0
1309,Backhoe_Loader,00:51.6,Air Filter Pressure Drop,-31.67790783,0
6581,Backhoe_Loader,58:51.6,Air Filter Pressure Drop,-145.0184809,0
6337,Backhoe_Loader,47:51.6,Air Filter Pressure Drop,-33.1791392,0
8777,Backhoe_Loader,35:51.6,Air Filter Pressure Drop,-16.43671971,0
9432,Backhoe_Loader,34:51.6,Air Filter Pressure Drop,22.061744507080185,0
3305,Backhoe_Loader,03:51.6,Air Filter Pressure Drop,131.52003079268616,0
2135,Backhoe_Loader,42:51.6,Air Filter Pressure Drop,-154.7057869,0
7703,Backhoe_Loader,22:51.6,Air Filter Pressure Drop,18.152667238969688,0
1311,Backhoe_Loader,58:51.6,Air Filter Pressure Drop,17.597704847269352,0
1763,Backhoe_Loader,25:51.6,Air Filter Pressure Drop,-52.00579895,0
5582,Backhoe_Loader,17:51.6,Air Filter Pressure Drop,-46.33803107,0
6104,Backhoe_Loader,12:51.6,Air Filter Pressure Drop,-105.3892662,0
9308,Backhoe_Loader,00:51.6,Air Filter Pressure Drop,61.53389130498945,0
5151,Backhoe_Loader,54:51.6,Air Filter Pressure Drop,-18.091489,0
8321,Backhoe_Loader,48:51.6,Air Filter Pressure Drop,-48.73774114,0
6525,Backhoe_Loader,13:51.6,Air Filter Pressure Drop,33.20543397986809,0
1729,Backhoe_Loader,57:51.6,Air Filter Pressure Drop,-39.85598301,0
7759,Backhoe_Loader,56:51.6,Air Filter Pressure Drop,-92.10950436,0
5936,Backhoe_Loader,12:51.6,Air Filter Pressure Drop,57.62238567859538,0
6959,Backhoe_Loader,42:51.6,Air Filter Pressure Drop,-176.2044109,0
4600,Backhoe_Loader,52:51.6,Air Filter Pressure Drop,-49.51877821,0
6906,Backhoe_Loader,45:51.6,Air Filter Pressure Drop,-110.8343381,0
6040,Backhoe_Loader,27:51.6,Air Filter Pressure Drop,40.346501003110596,0
9407,Backhoe_Loader,19:51.6,Air Filter Pressure Drop,-93.87211892,0
4945,Backhoe_Loader,01:51.6,Air Filter Pressure Drop,-31.60616828,0
1214,Backhoe_Loader,41:51.6,Air Filter Pressure Drop,94.76911953338254,0
7651,Backhoe_Loader,16:51.6,Air Filter Pressure Drop,105.31133157361819,0
2715,Backhoe_Loader,01:51.6,Air Filter Pressure Drop,229.51626013081733,0
3392,Backhoe_Loader,57:51.6,Air Filter Pressure Drop,341.06373687291745,0
9150,Backhoe_Loader,13:51.6,Air Filter Pressure Drop,67.63237875,0
5620,Backhoe_Loader,12:51.6,Air Filter Pressure Drop,-40.82268641,0
4402,Backhoe_Loader,03:51.6,Air Filter Pressure Drop,-42.25084274,0
7710,Backhoe_Loader,01:51.6,Air Filter Pressure Drop,-26.00292499,0
5931,Backhoe_Loader,40:51.6,Air Filter Pressure Drop,-35.47762959,0
4840,Backhoe_Loader,38:51.6,Air Filter Pressure Drop,-105.6018547,0
6523,Backhoe_Loader,31:51.6,Air Filter Pressure Drop,-84.64019474,0
1775,Backhoe_Loader,48:51.6,Air Filter Pressure Drop,75.74720394229082,0
5518,Backhoe_Loader,21:51.6,Air Filter Pressure Drop,-32.85894234,0
7999,Backhoe_Loader,03:51.6,Air Filter Pressure Drop,-7.276076472,0
6450,Backhoe_Loader,56:51.6,Air Filter Pressure Drop,8.362666738944407,0
7637,Backhoe_Loader,45:51.6,Air Filter Pressure Drop,3.2565203038536086,0
5105,Backhoe_Loader,49:51.6,Air Filter Pressure Drop,163.62873486760446,0
1400,Backhoe_Loader,46:51.6,Air Filter Pressure Drop,42.290116629906564,0
6135,Backhoe_Loader,20:51.6,Air Filter Pressure Drop,166.33865730829478,0
9888,Backhoe_Loader,54:51.6,Air Filter Pressure Drop,-37.37370487,0
4409,Backhoe_Loader,50:51.6,Air Filter Pressure Drop,-38.69186655,0
2916,Backhoe_Loader,31:51.6,Air Filter Pressure Drop,-103.3717385,0
3641,Backhoe_Loader,19:51.6,Air Filter Pressure Drop,203.2877886397738,0
4811,Backhoe_Loader,44:51.6,Air Filter Pressure Drop,-243.4260328,0
1947,Backhoe_Loader,31:51.6,Air Filter Pressure Drop,203.67511247835793,0
5336,Backhoe_Loader,44:51.6,Air Filter Pressure Drop,159.07346788674434,0
4554,Backhoe_Loader,13:51.6,Air Filter Pressure Drop,150.95491517567922,0
2919,Backhoe_Loader,30:51.6,Air Filter Pressure Drop,-16.4986804,0
5071,Backhoe_Loader,47:51.6,Air Filter Pressure Drop,116.63533649752102,0
1924,Backhoe_Loader,56:51.6,Air Filter Pressure Drop,-138.1520055,0
5657,Backhoe_Loader,32:51.6,Air Filter Pressure Drop,114.45270548814652,0
1080,Backhoe_Loader,32:51.6,Air Filter Pressure Drop,144.78832388189383,0
4576,Backhoe_Loader,29:51.6,Air Filter Pressure Drop,58.77012480552397,0
8913,Backhoe_Loader,22:51.6,Air Filter Pressure Drop,-64.97947894,0
9327,Backhoe_Loader,51:51.6,Air Filter Pressure Drop,-37.2637633,0
6596,Backhoe_Loader,11:51.6,Air Filter Pressure Drop,31.48665703979805,0
3285,Backhoe_Loader,15:51.6,Air Filter Pressure Drop,-33.05815045,0
1866,Backhoe_Loader,57:51.6,Air Filter Pressure Drop,-49.17316029,0
6976,Backhoe_Loader,54:51.6,Air Filter Pressure Drop,116.31263801567431,0
5425,Backhoe_Loader,44:51.6,Air Filter Pressure Drop,112.35109518571574,0
1809,Backhoe_Loader,42:51.6,Air Filter Pressure Drop,-57.1366252,0
7307,Backhoe_Loader,37:51.6,Air Filter Pressure Drop,36.33812337566769,0
9572,Backhoe_Loader,37:51.6,Air Filter Pressure Drop,-48.32800001,0
9211,Backhoe_Loader,18:51.6,Air Filter Pressure Drop,-117.0806911,0
7563,Backhoe_Loader,15:51.6,Air Filter Pressure Drop,55.897263228331305,0
3639,Backhoe_Loader,58:51.6,Air Filter Pressure Drop,179.05439168916882,0
3926,Backhoe_Loader,56:51.6,Air Filter Pressure Drop,-32.00918571,0
2946,Backhoe_Loader,55:51.6,Air Filter Pressure Drop,42.28121053185989,0
3230,Backhoe_Loader,51:51.6,Air Filter Pressure Drop,-94.3614596,0
5695,Backhoe_Loader,35:51.6,Air Filter Pressure Drop,60.31943151,0
2007,Backhoe_Loader,34:51.6,Air Filter Pressure Drop,71.13923141623913,0
3500,Backhoe_Loader,22:51.6,Air Filter Pressure Drop,88.29878129576774,0
4214,Backhoe_Loader,17:51.6,Air Filter Pressure Drop,192.3131463001615,0
3392,Backhoe_Loader,47:51.6,Air Filter Pressure Drop,2.2953306104966305,0
7360,Backhoe_Loader,44:51.6,Air Filter Pressure Drop,-63.65534191,0
4095,Backhoe_Loader,40:51.6,Air Filter Pressure Drop,-51.41726219,0
1612,Backhoe_Loader,35:51.6,Air Filter Pressure Drop,23.934972827052782,0
6130,Backhoe_Loader,33:51.6,Air Filter Pressure Drop,-30.55017418,0
9442,Backhoe_Loader,20:51.6,Air Filter Pressure Drop,114.46081349661856,0
2745,Backhoe_Loader,48:51.6,Air Filter Pressure Drop,-82.88812418,0
6310,Backhoe_Loader,36:51.6,Air Filter Pressure Drop,179.39428053071083,0
8142,Backhoe_Loader,16:51.6,Air Filter Pressure Drop,74.90830257488648,0
8321,Backhoe_Loader,15:51.6,Air Filter Pressure Drop,-119.2472699,0
6845,Backhoe_Loader,35:51.6,Air Filter Pressure Drop,123.4038197,0
7388,Backhoe_Loader,22:51.6,Air Filter Pressure Drop,-81.33324372,0
9477,Backhoe_Loader,51:51.6,Air Filter Pressure Drop,94.43445282,0
4858,Backhoe_Loader,49:51.6,Air Filter Pressure Drop,-7.948437325,0
5853,Backhoe_Loader,31:51.6,Air Filter Pressure Drop,-80.75385931,0
1651,Backhoe_Loader,13:51.6,Air Filter Pressure Drop,14.882723457855661,0
8816,Backhoe_Loader,04:51.6,Air Filter Pressure Drop,-96.46799298,0
9931,Backhoe_Loader,21:51.6,Air Filter Pressure Drop,-78.68419679,0
9275,Backhoe_Loader,09:51.6,Air Filter Pressure Drop,18.246842443906974,0
6342,Backhoe_Loader,04:51.6,Air Filter Pressure Drop,-57.73294449,0
8792,Backhoe_Loader,00:51.6,Air Filter Pressure Drop,-114.1224783,0
1959,Backhoe_Loader,23:51.6,Air Filter Pressure Drop,-20.98539666,0
8619,Backhoe_Loader,13:51.6,Air Filter Pressure Drop,-2.149721478,0
8248,Backhoe_Loader,15:51.6,Air Filter Pressure Drop,-276.4236945,0
2796,Backhoe_Loader,53:51.6,Air Filter Pressure Drop,-32.39039682,0
4114,Backhoe_Loader,33:51.6,Air Filter Pressure Drop,269.38960590402485,0
9569,Backhoe_Loader,11:51.6,Air Filter Pressure Drop,-165.5624491,0
7806,Backhoe_Loader,02:51.6,Air Filter Pressure Drop,-126.7564492,0
